O*NET-SOC Code,Title,Task ID,Task,Task Type,task_exposure,n_dwas,channel,importance,relevance,weight,baseline_exposure,narrow_flag,narrow_exposure,broad_flag,broad_exposure,matched_rule_ids,matched_text,text_flag,combined_flag,text_exposure,combined_exposure
11-2011.00,Advertising and Promotions Managers,21225,"Maintain portfolios of marketing campaigns, strategies, and other marketing products or ideas.",,0.9,1,INFO,3.0,75.0,2.25,0.9,False,0.9,False,0.9,,,False,False,0.9,0.9
11-2021.00,Marketing Managers,951,"Identify, develop, or evaluate marketing strategy, based on knowledge of establishment objectives, market characteristics, and cost and markup factors.",Core,0.775,2,ANLY,4.3,98.32,4.22776,0.775,False,0.775,False,0.775,,,False,False,0.775,0.775
11-2021.00,Marketing Managers,20709,"Formulate, direct, or coordinate marketing activities or policies to promote products or services, working with advertising or promotion managers.",Core,0.65,2,CRTV,4.24,98.22,4.164528000000001,0.65,False,0.65,False,0.65,,,False,False,0.65,0.65
11-2021.00,Marketing Managers,952,"Evaluate the financial aspects of product development, such as budgets, expenditures, research and development appropriations, or return-on-investment and profit-loss projections.",Core,0.8,2,ANLY,3.99,81.95,3.269805,0.8,False,0.8,False,0.8,,,False,False,0.8,0.8
11-2021.00,Marketing Managers,950,"Develop pricing strategies, balancing firm objectives and customer satisfaction.",Core,0.75,1,MGMT,3.87,71.63,2.772081,0.75,False,0.75,False,0.75,,,False,False,0.75,0.75
11-2021.00,Marketing Managers,957,Compile lists describing product or service offerings.,Core,0.95,1,INFO,3.7,84.1,3.1117000000000004,0.95,False,0.95,False,0.95,,,False,False,0.95,0.95
11-2021.00,Marketing Managers,954,"Direct the hiring, training, or performance evaluations of marketing or sales staff and oversee their daily activities.",Core,0.35,1,MGMT,3.66,75.29,2.7556140000000005,0.35,False,0.35,False,0.35,,,False,False,0.35,0.35
11-2021.00,Marketing Managers,956,"Consult with product development personnel on product specifications, such as design, color, or packaging.",Core,0.55,1,SOCL,3.65,74.34,2.71341,0.55,False,0.55,False,0.55,,,False,False,0.55,0.55
11-2021.00,Marketing Managers,958,"Use sales forecasting or strategic planning to ensure the sale and profitability of products, lines, or services, analyzing business developments and monitoring market trends.",Core,0.8833,3,ANLY,3.56,87.23,3.1053880000000005,0.8833333333333333,False,0.8833333333333333,False,0.8833333333333333,,,False,False,0.8833333333333333,0.8833333333333333
11-2021.00,Marketing Managers,955,"Negotiate contracts with vendors or distributors to manage product distribution, establishing distribution networks or developing distribution strategies.",Core,0.5,1,SOCL,3.53,72.9,2.5733699999999997,0.5,False,0.5,False,0.5,,,False,False,0.5,0.5
11-2021.00,Marketing Managers,961,"Coordinate or participate in promotional activities or trade shows, working with developers, advertisers, or production managers, to market products or services.",Core,0.475,2,MGMT,3.41,97.54,3.3261140000000005,0.475,False,0.475,False,0.475,,,False,False,0.475,0.475
11-2021.00,Marketing Managers,963,"Initiate market research studies, or analyze their findings.",Core,0.9,1,ANLY,3.4,88.47,3.00798,0.9,False,0.9,False,0.9,,,False,False,0.9,0.9
11-2021.00,Marketing Managers,960,"Confer with legal staff to resolve problems, such as copyright infringement or royalty sharing with outside producers or distributors.",Core,0.55,1,SOCL,3.14,67.35,2.1147899999999997,0.55,False,0.55,False,0.55,,,False,False,0.55,0.55
11-2021.00,Marketing Managers,964,Consult with buying personnel to gain advice regarding the types of products or services expected to be in demand.,Supplemental,0.55,1,SOCL,3.41,63.56,2.167396,0.55,False,0.55,False,0.55,,,False,False,0.55,0.55
11-2021.00,Marketing Managers,19502,Consult with buying personnel to gain advice regarding environmentally sound or sustainable products.,Supplemental,0.55,1,SOCL,3.41,63.56,2.167396,0.55,False,0.55,False,0.55,,,False,False,0.55,0.55
11-2021.00,Marketing Managers,965,Conduct economic or commercial surveys to identify potential markets for products or services.,Supplemental,0.75,1,INFO,3.17,63.31,2.006927,0.75,False,0.75,False,0.75,,,False,False,0.75,0.75
11-2021.00,Marketing Managers,19505,"Recommend modifications to products, packaging, production processes, or other characteristics to improve the environmental soundness or sustainability of products.",Supplemental,0.725,2,CRTV,3.12,48.28,1.506336,0.725,False,0.725,False,0.725,,,False,False,0.725,0.725
11-2021.00,Marketing Managers,962,"Advise business or other groups on local, national, or international factors affecting the buying or selling of products or services.",Supplemental,0.7,1,SOCL,3.06,66.15,2.02419,0.7,False,0.7,False,0.7,,,False,False,0.7,0.7
11-2021.00,Marketing Managers,959,Select products or accessories to be displayed at trade or special production shows.,Supplemental,0.8,1,CRTV,2.7,74.62,2.01474,0.8,False,0.8,False,0.8,,,False,False,0.8,0.8
11-2021.00,Marketing Managers,19503,Develop business cases for environmental marketing strategies.,Supplemental,0.8,1,CRTV,2.68,36.66,0.982488,0.8,False,0.8,False,0.8,,,False,False,0.8,0.8
11-2021.00,Marketing Managers,19504,"Integrate environmental information into product or company marketing strategies, policies, or activities.",Supplemental,0.8,1,CRTV,2.59,46.94,1.215746,0.8,False,0.8,False,0.8,,,False,False,0.8,0.8
11-2022.00,Sales Managers,14,Oversee regional and local sales managers and their staffs.,Core,0.35,1,MGMT,4.65,95.24,4.42866,0.35,False,0.35,False,0.35,,,False,False,0.35,0.35
11-2022.00,Sales Managers,1,Resolve customer complaints regarding sales and service.,Core,0.75,1,SOCL,4.35,95.24,4.142939999999999,0.75,False,0.75,False,0.75,,,False,False,0.75,0.75
11-2022.00,Sales Managers,2,Monitor customer preferences to determine focus of sales efforts.,Core,0.75,1,INFO,4.29,100.0,4.29,0.75,False,0.75,False,0.75,,,False,False,0.75,0.75
11-2022.00,Sales Managers,13,"Confer with potential customers regarding equipment needs, and advise customers on types of equipment to purchase.",Core,0.65,1,SOCL,4.24,85.71,3.634104,0.65,False,0.65,False,0.65,,,False,False,0.65,0.65
11-2022.00,Sales Managers,5,Review operational records and reports to project sales and determine profitability.,Core,0.9,1,ANLY,4.21,95.24,4.0096039999999995,0.9,False,0.9,False,0.9,,,False,False,0.9,0.9
11-2022.00,Sales Managers,11,"Plan and direct staffing, training, and performance evaluations to develop and control sales and service programs.",Core,0.525,2,MGMT,4.19,100.0,4.19,0.525,False,0.525,False,0.525,,,False,False,0.525,0.525
11-2022.00,Sales Managers,3,"Direct and coordinate activities involving sales of manufactured products, services, commodities, real estate, or other subjects of sale.",Core,0.5,1,MGMT,4.0,100.0,4.0,0.5,False,0.5,False,0.5,,,False,False,0.5,0.5
11-2022.00,Sales Managers,4,Determine price schedules and discount rates.,Core,0.75,1,MGMT,3.95,95.24,3.76198,0.75,False,0.75,False,0.75,,,False,False,0.75,0.75
11-2022.00,Sales Managers,9,Prepare budgets and approve budget expenditures.,Core,0.65,2,MGMT,3.7,95.24,3.5238799999999997,0.6499999999999999,False,0.6499999999999999,False,0.6499999999999999,,,False,False,0.6499999999999999,0.6499999999999999
11-2022.00,Sales Managers,7,Confer or consult with department heads to plan advertising services and to secure information on equipment and customer specifications.,Core,0.55,1,SOCL,3.53,90.48,3.193944,0.55,False,0.55,False,0.55,,,False,False,0.55,0.55
11-2022.00,Sales Managers,12,Visit franchised dealers to stimulate interest in establishment or expansion of leasing programs.,Core,0.25,1,SOCL,3.5,71.43,2.5000500000000003,0.25,False,0.25,False,0.25,,,False,False,0.25,0.25
11-2022.00,Sales Managers,10,Represent company at trade association meetings to promote products.,Core,0.55,1,MGMT,3.33,100.0,3.33,0.55,False,0.55,False,0.55,,,False,False,0.55,0.55
11-2022.00,Sales Managers,8,Advise dealers and distributors on policies and operating procedures to ensure functional effectiveness of business.,Core,0.7,1,SOCL,3.25,80.95,2.6308750000000005,0.7,False,0.7,False,0.7,,,False,False,0.7,0.7
11-2022.00,Sales Managers,6,"Direct, coordinate, and review sales and service accounting and record-keeping, as well as receiving and shipping.",Core,0.5,1,MGMT,3.06,80.95,2.4770700000000003,0.5,False,0.5,False,0.5,,,False,False,0.5,0.5
11-2022.00,Sales Managers,15,"Direct clerical staff to keep records of export correspondence, bid requests, and credit collections, and to maintain current information on tariffs, licenses, and restrictions.",Core,0.35,1,MGMT,3.0,71.43,2.1429,0.35,False,0.35,False,0.35,,,False,False,0.35,0.35
11-2022.00,Sales Managers,17,"Assess marketing potential of new and existing store locations, considering statistics and expenditures.",Supplemental,0.65,1,ANLY,3.23,61.9,1.99937,0.65,False,0.65,False,0.65,,,False,False,0.65,0.65
11-2022.00,Sales Managers,16,Direct foreign sales and service outlets of an organization.,Supplemental,0.5,1,MGMT,2.92,61.9,1.80748,0.5,False,0.5,False,0.5,,,False,False,0.5,0.5
11-2032.00,Public Relations Managers,21226,"Assign, supervise, and review the activities of public relations staff.",,0.425,2,MGMT,3.0,75.0,2.25,0.425,False,0.425,False,0.425,,,False,False,0.425,0.425
11-2032.00,Public Relations Managers,21227,Confer with labor relations managers to develop internal communications that keep employees informed of company activities.,,0.55,1,SOCL,3.0,75.0,2.25,0.55,False,0.55,False,0.55,,,False,False,0.55,0.55
11-2032.00,Public Relations Managers,21228,"Design and edit promotional publications, such as brochures.",,0.925,2,CRTV,3.0,75.0,2.25,0.925,False,0.925,False,0.925,,,False,False,0.925,0.925
11-2032.00,Public Relations Managers,21229,"Develop and maintain the company's corporate image and identity, which includes the use of logos and signage.",,0.9,1,CRTV,3.0,75.0,2.25,0.9,False,0.9,False,0.9,,,False,False,0.9,0.9
11-2032.00,Public Relations Managers,21230,"Develop, implement, or maintain crisis communication plans.",,0.75,1,CRTV,3.0,75.0,2.25,0.75,False,0.75,False,0.75,,,False,False,0.75,0.75
11-2032.00,Public Relations Managers,21231,"Direct activities of external agencies, establishments, or departments that develop and implement communication strategies and information programs.",,0.5,1,MGMT,3.0,75.0,2.25,0.5,False,0.5,False,0.5,,,False,False,0.5,0.5
11-2032.00,Public Relations Managers,21232,Draft speeches for company executives and arrange interviews and other forms of contact for them.,,0.55,1,SOCL,3.0,75.0,2.25,0.55,False,0.55,False,0.55,,,False,False,0.55,0.55
11-2032.00,Public Relations Managers,21233,"Establish and maintain effective working relationships with clients, government officials, and media representatives and use these relationships to develop new business opportunities.",,0.25,1,SOCL,3.0,75.0,2.25,0.25,False,0.25,False,0.25,,,False,False,0.25,0.25
11-2032.00,Public Relations Managers,21234,Evaluate advertising and promotion programs for compatibility with public relations efforts.,,0.75,1,ANLY,3.0,75.0,2.25,0.75,False,0.75,False,0.75,,,False,False,0.75,0.75
11-2032.00,Public Relations Managers,21235,"Facilitate consumer relations or the relationship between parts of the company, such as the managers and employees, or different branch offices.",,0.4,2,SOCL,3.0,75.0,2.25,0.4,False,0.4,False,0.4,,,False,False,0.4,0.4
11-2032.00,Public Relations Managers,21236,"Formulate policies and procedures related to public information programs, working with public relations executives.",,0.75,2,MGMT,3.0,75.0,2.25,0.75,False,0.75,False,0.75,,,False,False,0.75,0.75
11-2032.00,Public Relations Managers,21237,"Identify main client groups and audiences, determine the best way to communicate publicity information to them, and develop and implement a communication plan.",,0.75,2,CRTV,3.0,75.0,2.25,0.75,False,0.75,False,0.75,,,False,False,0.75,0.75
11-2032.00,Public Relations Managers,21238,Maintain company archives.,,0.9,1,INFO,3.0,75.0,2.25,0.9,False,0.9,False,0.9,,,False,False,0.9,0.9
11-2032.00,Public Relations Managers,21239,Manage communications budgets.,,0.7,1,MGMT,3.0,75.0,2.25,0.7,False,0.7,False,0.7,,,False,False,0.7,0.7
11-2032.00,Public Relations Managers,21240,Manage in-house communication courses.,,0.55,1,MGMT,3.0,75.0,2.25,0.55,False,0.55,False,0.55,,,False,False,0.55,0.55
11-2032.00,Public Relations Managers,21241,"Manage special events, such as sponsorship of races, parties introducing new products, or other activities the firm supports, to gain public attention through the media without advertising directly.",,0.45,1,MGMT,3.0,75.0,2.25,0.45,False,0.45,False,0.45,,,False,False,0.45,0.45
11-2032.00,Public Relations Managers,21242,"Observe and report on social, economic, and political trends that might affect employers.",,0.9,1,INFO,3.0,75.0,2.25,0.9,False,0.9,False,0.9,,,False,False,0.9,0.9
11-2032.00,Public Relations Managers,21243,"Produce films and other video products, regulate their distribution, and operate film library.",,0.4667,3,MACH,3.0,75.0,2.25,0.4666666666666666,False,0.4666666666666666,True,0.0,operation,operate,True,True,0.0,0.0
11-2032.00,Public Relations Managers,21244,Respond to requests for information about employers' activities or status.,,0.55,1,MGMT,3.0,75.0,2.25,0.55,False,0.55,False,0.55,,,False,False,0.55,0.55
11-2032.00,Public Relations Managers,21245,"Write interesting and effective press releases, prepare information for media kits, and develop and maintain company internet or intranet web pages.",,0.7,1,SOCL,3.0,75.0,2.25,0.7,False,0.7,False,0.7,,,False,False,0.7,0.7
11-2033.00,Fundraising Managers,21252,Develop strategies to encourage new or increased contributions.,Core,0.8,1,CRTV,4.33,100.0,4.33,0.8,False,0.8,False,0.8,,,False,False,0.8,0.8
11-2033.00,Fundraising Managers,21258,Manage fundraising budgets.,Core,0.7,1,MGMT,4.31,88.61,3.819091,0.7,False,0.7,False,0.7,,,False,False,0.7,0.7
11-2033.00,Fundraising Managers,21251,Develop fundraising activity plans that maximize participation or contributions and minimize costs.,Core,0.8,1,CRTV,4.11,90.73,3.729003000000001,0.8,False,0.8,False,0.8,,,False,False,0.8,0.8
11-2033.00,Fundraising Managers,21259,"Plan and direct special events for fundraising, such as silent auctions, dances, golf events, or walks.",Core,0.45,1,MGMT,4.07,92.14,3.750098,0.45,False,0.45,False,0.45,,,False,False,0.45,0.45
11-2033.00,Fundraising Managers,21255,"Establish goals for soliciting funds, develop policies for collection and safeguarding of contributions, and coordinate disbursement of funds.",Core,0.7167,3,MGMT,3.95,83.13,3.283635,0.7166666666666667,False,0.7166666666666667,False,0.7166666666666667,,,False,False,0.7166666666666667,0.7166666666666667
11-2033.00,Fundraising Managers,21254,"Establish and maintain effective working relationships with clients, government officials, and media representatives and use these relationships to develop new fundraising opportunities.",Core,0.25,1,SOCL,3.95,93.4,3.6893000000000007,0.25,False,0.25,False,0.25,,,False,False,0.25,0.25
